     Day,    Time,      AX,      AY,      AZ,θX(左右),θZ(前後),θY(上下),Rainfall,Humidity,Temperature
23/06/06,上午 12:50,0.007651,-0.993823,-0.074221,    0.44, -85.706,  -4.271,       0,  97.842,   25.54
23/06/06,上午 12:55,0.007493,-0.994231,-0.074736,   0.431,  -85.68,  -4.299,       0,  97.258,  25.469
23/06/06,上午 1:00,0.007695,-0.993603,-0.074366,   0.442, -85.697,   -4.28,       0,  97.749,  25.419
23/06/06,上午 1:05,0.007776,-0.993871,-0.074247,   0.447, -85.704,  -4.272,       0,   97.84,  25.372
23/06/06,上午 1:10,0.007695,-0.993771,-0.074428,   0.442, -85.694,  -4.283,       0,  97.648,  25.322
23/06/06,上午 1:15, 0.00775,-0.994326,-0.074671,   0.445, -85.682,  -4.295,       0,  97.773,  25.267
23/06/06,上午 1:20,0.007479,-0.994043,-0.074396,    0.43, -85.698,   -4.28,       0,  98.059,  25.204
23/06/06,上午 1:25,0.007159,-0.99408,-0.074665,   0.411, -85.685,  -4.295,       0,  98.424,  25.164
23/06/06,上午 1:30,0.008067,-0.99395,-0.074578,   0.464, -85.684,  -4.291,       0,   98.71,  25.167
23/06/06,上午 1:35,0.007911,-0.993757,-0.074386,   0.455, -85.695,  -4.281,       0,  99.163,  25.175
23/06/06,上午 1:40,0.007463,-0.994148,-0.074602,   0.429, -85.687,  -4.291,       0,  98.827,  25.146
23/06/06,上午 1:45,0.007813,-0.993882,-0.074243,   0.449, -85.704,  -4.272,       0,  98.732,  25.115
23/06/06,上午 1:50,0.007746,-0.994006,-0.074431,   0.445, -85.695,  -4.282,       0,  98.759,  25.082
23/06/06,上午 1:55,0.007683,-0.993927,-0.074583,   0.442, -85.686,  -4.291,       0,  98.359,  25.017
23/06/06,上午 2:00, 0.00784,-0.993845,-0.074147,   0.451,  -85.71,  -4.267,       0,  98.326,  24.954
23/06/06,上午 2:05, 0.00742,-0.99401,-0.074516,   0.426, -85.692,  -4.287,       0,   98.33,  24.942
23/06/06,上午 2:10,0.007401,-0.993736,-0.074767,   0.425, -85.676,  -4.303,       0,  98.439,  24.898
23/06/06,上午 2:15, 0.00793,-0.994445,-0.074686,   0.456, -85.681,  -4.295,       0,  98.558,  24.878
23/06/06,上午 2:20,0.008047,-0.994109,-0.074443,   0.462, -85.693,  -4.282,       0,   98.39,  24.826
23/06/06,上午 2:25,0.007413,-0.994057,-0.074883,   0.426, -85.671,  -4.308,       0,  98.518,   24.78
23/06/06,上午 2:30,0.007412,-0.993884,-0.074371,   0.426, -85.699,  -4.279,       0,   98.75,  24.753
23/06/06,上午 2:35,0.007652,-0.993746,-0.074555,    0.44, -85.687,   -4.29,       0,  98.848,  24.744
23/06/06,上午 2:40,0.007831,-0.994048,-0.074391,    0.45, -85.697,   -4.28,       0,  98.853,  24.712
23/06/06,上午 2:45,0.007946,-0.994167,-0.074236,   0.457, -85.705,   -4.27,       0,  99.079,  24.697
23/06/06,上午 2:50,0.007596,-0.994553,-0.074706,   0.436, -85.682,  -4.296,       0,   99.07,  24.673
23/06/06,上午 2:55,0.007644,-0.993739,-0.074463,    0.44, -85.692,  -4.285,       0,  99.229,  24.649
23/06/06,上午 3:00,0.007226,-0.993973,-0.074235,   0.415, -85.709,  -4.271,       0,   99.23,  24.647
23/06/06,上午 3:05,0.007539,-0.993997,-0.074752,   0.433, -85.678,  -4.301,       0,  99.224,  24.641
23/06/06,上午 3:10,0.007535,-0.994163,-0.07411,   0.433, -85.715,  -4.263,       0,  99.297,   24.66
23/06/06,上午 3:15,0.007272,-0.993972,-0.074591,   0.418, -85.688,  -4.291,       0,  99.136,   24.65
23/06/06,上午 3:20,0.007306,-0.993882,-0.074378,    0.42,   -85.7,   -4.28,       0,  99.353,  24.639
23/06/06,上午 3:25,0.007875,-0.993694,-0.07485,   0.453, -85.669,  -4.308,       0,  99.196,  24.625
23/06/06,上午 3:30,0.007773,-0.993761,-0.074488,   0.447,  -85.69,  -4.286,       0,      99,  24.574
23/06/06,上午 3:35,0.007519,-0.994146,-0.074696,   0.432, -85.681,  -4.297,       0,  98.902,  24.537
23/06/06,上午 3:40,0.007608,-0.993883,-0.074398,   0.437, -85.697,  -4.281,       0,   99.01,  24.505
23/06/06,上午 3:45,0.007425,-0.994095,-0.074573,   0.427, -85.689,   -4.29,       0,  98.761,  24.446
23/06/06,上午 3:50, 0.00767,-0.993689,-0.074585,   0.441, -85.685,  -4.292,       0,  98.683,  24.405
23/06/06,上午 3:55,0.007576,-0.994438,-0.074203,   0.435, -85.711,  -4.267,       0,  98.675,  24.386
23/06/06,上午 4:00,0.007154,-0.99374,-0.074473,   0.411, -85.694,  -4.286,       0,  98.608,   24.38
23/06/06,上午 4:05,0.007723,-0.994145,-0.074609,   0.444, -85.685,  -4.292,       0,   98.71,  24.339
23/06/06,上午 4:10, 0.00777,-0.99427,-0.074479,   0.447, -85.693,  -4.284,       0,  98.975,  24.316
23/06/06,上午 4:15, 0.00785,-0.994187,-0.07383,   0.451, -85.729,  -4.247,       0,   98.88,  24.306
23/06/06,上午 4:20,0.007945,-0.99396,-0.07422,   0.457, -85.705,   -4.27,       0,  98.759,  24.286
23/06/06,上午 4:25,0.007456,-0.994632,-0.074735,   0.428, -85.682,  -4.297,       0,  98.708,  24.217
23/06/06,上午 4:30,0.008202,-0.994245,-0.07446,   0.471, -85.691,  -4.283,       0,   99.03,  24.194
23/06/06,上午 4:35,0.007821,-0.993909,-0.074279,    0.45, -85.702,  -4.274,       0,   99.39,  24.211
23/06/06,上午 4:40,0.007935,-0.993897,-0.074403,   0.456, -85.695,  -4.281,       0,  99.323,  24.204
23/06/06,上午 4:45,0.007192,-0.993461,-0.075097,   0.414, -85.657,  -4.323,       0,  99.239,  24.173
23/06/06,上午 4:50,0.007269,-0.994237,-0.074829,   0.418, -85.676,  -4.304,       0,  99.438,  24.197
23/06/06,上午 4:55,0.007523,-0.993923,-0.074376,   0.432, -85.699,  -4.279,       0,  99.157,  24.204
23/06/06,上午 5:00,0.007701,-0.993983,-0.074702,   0.443, -85.679,  -4.298,       0,  98.937,  24.168
23/06/06,上午 5:05,0.007615,-0.994157, -0.0745,   0.438, -85.692,  -4.285,       0,  98.792,  24.142
23/06/06,上午 5:10, 0.00793,-0.994447,-0.074752,   0.456, -85.677,  -4.299,       0,  99.168,  24.144
23/06/06,上午 5:15,0.007514,-0.994134,-0.074384,   0.432, -85.699,  -4.279,       0,  99.131,  24.135
23/06/06,上午 5:20,0.007548,-0.994222,-0.074125,   0.434, -85.714,  -4.264,       0,  98.942,  24.112
23/06/06,上午 5:25,0.007623,-0.994249,-0.074624,   0.438, -85.685,  -4.292,       0,  98.884,  24.116
23/06/06,上午 5:30,0.007244,-0.993564,-0.074566,   0.417, -85.688,  -4.292,       0,  98.938,  24.092
23/06/06,上午 5:35,0.007166,-0.993983,-0.074532,   0.412, -85.692,  -4.288,       0,  99.127,  24.082
23/06/06,上午 5:40,0.007358,-0.994098,-0.074332,   0.423, -85.703,  -4.276,       0,  99.366,  24.099
23/06/06,上午 5:45,0.007473,-0.993921,-0.07417,    0.43, -85.711,  -4.268,       0,  99.238,  24.115
23/06/06,上午 5:50,0.007684,-0.994081,-0.074661,   0.442, -85.682,  -4.295,       0,  99.353,  24.145
23/06/06,上午 5:55,0.007463,-0.993973,-0.074561,   0.429, -85.689,   -4.29,       0,   99.44,  24.174
23/06/06,上午 6:00,0.007528,-0.994176,-0.07438,   0.433,   -85.7,  -4.279,       0,  99.494,   24.21
23/06/06,上午 6:05,0.007288,-0.994298,-0.074442,   0.419, -85.698,  -4.282,       0,  99.577,   24.24
23/06/06,上午 6:10,0.007953,-0.994527,-0.074218,   0.457, -85.708,  -4.268,       0,  99.778,  24.279
23/06/06,上午 6:15,0.008205,-0.99377,-0.074536,   0.472, -85.685,  -4.289,       0,  99.649,  24.318
23/06/06,上午 6:20,0.007623,-0.994267,-0.074495,   0.438, -85.693,  -4.285,       0,  99.629,  24.355
23/06/06,上午 6:25, 0.00782,-0.994102,-0.074388,   0.449, -85.697,  -4.279,       0,   99.57,  24.391
23/06/06,上午 6:30,0.007229,-0.994416,-0.074632,   0.415, -85.688,  -4.292,       0,   99.58,  24.446
23/06/06,上午 6:35,0.008063,-0.993854,-0.074883,   0.463, -85.666,  -4.309,       0,  99.558,  24.493
23/06/06,上午 6:40,0.008146,-0.994335,-0.074468,   0.468, -85.692,  -4.283,       0,  99.491,  24.539
23/06/06,上午 6:45,0.007736,-0.993932,-0.074978,   0.445, -85.663,  -4.314,       0,  99.668,  24.603
23/06/06,上午 6:50, 0.00733,-0.994019,-0.074422,   0.421, -85.698,  -4.282,       0,  98.879,  24.611
23/06/06,上午 6:55,0.007712,-0.994205,-0.074048,   0.443, -85.718,  -4.259,       0,  98.839,  24.661
23/06/06,上午 7:00, 0.00736,-0.994313,-0.074678,   0.423, -85.684,  -4.295,       0,  99.029,  24.719
23/06/06,上午 7:05,0.007929,-0.993899,-0.074314,   0.456,   -85.7,  -4.276,       0,  98.693,  24.732
23/06/06,上午 7:10,0.007439,-0.993969,-0.074594,   0.428, -85.687,  -4.292,       0,  98.808,   24.77
23/06/06,上午 7:15,0.007953,-0.993837,-0.074766,   0.457, -85.674,  -4.302,       0,  98.056,  24.787
23/06/06,上午 7:20,0.007472,-0.99391,-0.074613,    0.43, -85.685,  -4.293,       0,  98.299,  24.851
23/06/06,上午 7:25,0.007793,-0.993385,-0.074334,   0.448, -85.697,  -4.279,       0,  97.841,  24.899
23/06/06,上午 7:30, 0.00792,-0.993968,-0.074366,   0.455, -85.697,  -4.279,       0,  97.574,  24.965
23/06/06,上午 7:35,0.007326,-0.994096,-0.074558,   0.421,  -85.69,  -4.289,       0,  97.282,  25.031
23/06/06,上午 7:40,0.007605,-0.994031,-0.075011,   0.437, -85.663,  -4.315,       0,  96.869,  25.125
23/06/06,上午 7:45,0.007328,-0.993833,-0.074632,   0.421, -85.685,  -4.294,       0,  96.223,  25.214
23/06/06,上午 7:50,0.007394,-0.993698,-0.074097,   0.425, -85.714,  -4.264,       0,  95.866,  25.289
23/06/06,上午 7:55,0.007864,-0.994293,-0.074765,   0.452, -85.676,    -4.3,       0,  96.158,  25.374
23/06/06,上午 8:00,0.007757,-0.994401,-0.07462,   0.446, -85.686,  -4.291,       0,  95.736,   25.45
23/06/06,上午 8:05,0.007778,-0.994276,-0.074532,   0.447,  -85.69,  -4.287,       0,   95.57,  25.524
23/06/06,上午 8:10,0.007136,-0.993887,-0.074417,    0.41, -85.698,  -4.282,       0,  94.648,  25.598
23/06/06,上午 8:15, 0.00794,-0.993537,-0.07473,   0.457, -85.674,  -4.301,       0,  93.701,  25.688
23/06/06,上午 8:20,0.007975,-0.994061,-0.074706,   0.458, -85.678,  -4.298,       0,   93.71,  25.812
23/06/06,上午 8:25,0.007742,-0.993416,-0.07468,   0.445, -85.678,  -4.299,       0,  92.856,  25.925
23/06/06,上午 8:30,0.007573,-0.994093,-0.073969,   0.435, -85.722,  -4.255,       0,  92.994,  26.079
23/06/06,上午 8:35, 0.00726,-0.993841,-0.074726,   0.417,  -85.68,    -4.3,       0,  91.973,  26.219
23/06/06,上午 8:40,0.008119,-0.993918,-0.074444,   0.467, -85.691,  -4.283,       0,  91.983,  26.371
23/06/06,上午 8:45,0.007957,-0.994473,-0.074191,   0.457, -85.709,  -4.266,       0,  87.566,  26.628
23/06/06,上午 8:50,0.007616,-0.993786,-0.074791,   0.438, -85.674,  -4.304,       0,   89.75,  26.786
23/06/06,上午 8:55,0.007736,-0.993999,-0.07459,   0.445, -85.686,  -4.291,       0,  86.335,   26.96
23/06/06,上午 9:00,0.007969,-0.993808,-0.074554,   0.458, -85.685,   -4.29,       0,  88.285,  27.136
23/06/06,上午 9:05,0.007226,-0.993968,-0.074281,   0.415, -85.706,  -4.274,       0,  86.089,  27.319
23/06/06,上午 9:10,0.007366,-0.993763,-0.074313,   0.424, -85.703,  -4.276,       0,  83.529,  27.626
23/06/06,上午 9:15,0.007709,-0.993726,-0.074705,   0.443, -85.678,  -4.299,       0,  81.682,  28.094
23/06/06,上午 9:20,0.007504,-0.994088,-0.074246,   0.431, -85.707,  -4.271,       0,  83.683,  28.346
23/06/06,上午 9:25,0.007896,-0.993959,-0.074323,   0.454,   -85.7,  -4.276,       0,  70.871,  29.161
23/06/06,上午 9:30,0.007664,-0.993685,-0.074486,   0.441, -85.691,  -4.287,       0,  70.663,  29.998
23/06/06,上午 9:35,0.007588,-0.993843,-0.074334,   0.436,   -85.7,  -4.277,       0,  71.091,  30.878
23/06/06,上午 9:40,0.007758,-0.993645,-0.073812,   0.446, -85.728,  -4.248,       0,  66.058,  31.082
23/06/06,上午 9:45,0.007953,-0.993596,-0.074306,   0.457, -85.699,  -4.277,       0,   66.78,  31.166
23/06/06,上午 9:50,  0.0081,-0.994167,-0.074226,   0.466, -85.705,   -4.27,       0,  68.714,  31.504
23/06/06,上午 9:55,0.007677,-0.993953,-0.074263,   0.441, -85.704,  -4.273,       0,  62.183,  31.522
23/06/06,上午 10:00,0.007623,-0.994098, -0.0744,   0.438, -85.698,   -4.28,       0,  65.717,  31.891
23/06/06,上午 10:05,0.007728,-0.993635,-0.074416,   0.444, -85.694,  -4.283,       0,  61.038,  31.542
23/06/06,上午 10:10,0.007755,-0.993615,-0.074718,   0.446, -85.677,    -4.3,       0,  62.942,  31.607
23/06/06,上午 10:15,0.008149,-0.993759,-0.074169,   0.469, -85.706,  -4.268,       0,  60.909,  31.984
23/06/06,上午 10:20,0.007784,-0.994185,-0.074088,   0.447, -85.715,  -4.262,       0,   68.96,  32.132
23/06/06,上午 10:25,0.007621,-0.99363,-0.074564,   0.438, -85.686,  -4.291,       0,  58.434,  31.986
23/06/06,上午 10:30,0.007722,-0.993642,-0.074224,   0.444, -85.705,  -4.272,       0,  58.464,  32.125
23/06/06,上午 10:35,0.007785,-0.993558,-0.074421,   0.448, -85.693,  -4.284,       0,  57.222,  32.446
23/06/06,上午 10:40,0.007911,-0.993684,-0.074193,   0.455, -85.706,   -4.27,       0,  54.003,  32.993
23/06/06,上午 10:45,0.007982,-0.993647,-0.074579,   0.459, -85.683,  -4.292,       0,  52.791,  33.269
23/06/06,上午 10:50,0.007728,-0.993857,-0.074691,   0.444, -85.679,  -4.298,       0,  53.398,  33.562
23/06/06,上午 10:55,0.008173,-0.993755,-0.074479,    0.47, -85.688,  -4.286,       0,  52.503,   34.09
23/06/06,上午 11:00,0.007602,-0.993776,-0.074493,   0.437, -85.691,  -4.287,       0,  55.606,  33.513
23/06/06,上午 11:05,0.007752,-0.993902,-0.074343,   0.446, -85.699,  -4.278,       0,  57.143,  33.005
23/06/06,上午 11:10,0.007754,-0.993705,-0.074143,   0.446,  -85.71,  -4.267,       0,   56.41,  33.039
23/06/06,上午 11:15,0.007984,-0.993662,-0.074277,   0.459,   -85.7,  -4.275,       0,  59.873,  32.938
23/06/06,上午 11:20,0.008044,-0.993608,-0.074054,   0.463, -85.713,  -4.262,       0,  64.867,  33.152
23/06/06,上午 11:25,0.007758,-0.993592,-0.074273,   0.446, -85.702,  -4.275,       0,  57.689,  32.997
23/06/06,上午 11:30,0.007605,-0.993689,-0.074351,   0.437, -85.699,  -4.279,       0,  63.438,   33.32
23/06/06,上午 11:35, 0.00846,-0.993668,-0.074522,   0.486, -85.684,  -4.289,       0,  62.497,   33.66
23/06/06,上午 11:40, 0.00841,-0.993594,-0.074745,   0.484, -85.671,  -4.302,       0,  57.937,  33.383
23/06/06,上午 11:45,0.007835,-0.99415,-0.07404,    0.45, -85.717,  -4.259,       0,  57.118,  33.561
23/06/06,上午 11:50, 0.00811,-0.993433,-0.074346,   0.466, -85.695,   -4.28,       0,  58.618,  33.829
23/06/06,上午 11:55,0.008301,-0.99377,-0.074427,   0.477,  -85.69,  -4.283,       0,  54.066,  34.452
23/06/06,下午 12:00,0.007961,-0.994311,-0.074622,   0.457, -85.684,  -4.292,       0,  51.186,  34.889
23/06/06,下午 12:05,0.007974,-0.993495,-0.074207,   0.459, -85.704,  -4.272,       0,  52.321,  34.438
23/06/06,下午 12:10,0.008674,-0.993861,-0.074285,   0.499, -85.696,  -4.274,       0,   60.18,  33.976
23/06/06,下午 12:15,0.007851,-0.993675,-0.074349,   0.451, -85.697,  -4.279,       0,  55.551,  33.688
23/06/06,下午 12:20,0.008238,-0.993788,-0.074233,   0.474, -85.702,  -4.272,       0,  54.356,  34.119
23/06/06,下午 12:25,0.007646,-0.99425,-0.074476,   0.439, -85.694,  -4.284,       0,  54.147,  34.393
23/06/06,下午 12:30,0.008079,-0.993385,-0.074484,   0.465, -85.687,  -4.288,       0,  54.152,  34.447
23/06/06,下午 12:35,0.008126,-0.993684,-0.074637,   0.467, -85.679,  -4.295,       0,  52.789,  35.037
23/06/06,下午 12:40,0.008179,-0.994163,-0.074689,    0.47, -85.678,  -4.296,       0,  64.756,   34.85
23/06/06,下午 12:45,0.008071,-0.99369,-0.074535,   0.464, -85.685,  -4.289,       0,  52.144,  34.954
23/06/06,下午 12:50,0.008101,-0.993474,-0.074511,   0.466, -85.686,  -4.289,       0,  53.635,  34.855
23/06/06,下午 12:55,0.008109,-0.993279,-0.074657,   0.466, -85.676,  -4.298,       0,  50.584,  35.521
23/06/06,下午 1:00,0.007684,-0.993243,-0.074199,   0.442, -85.705,  -4.272,       0,  53.357,  35.235
23/06/06,下午 1:05,0.008682,-0.994111,-0.074331,   0.499, -85.695,  -4.276,       0,  62.525,  35.107
23/06/06,下午 1:10,0.008032,-0.994048,-0.074235,   0.462, -85.704,  -4.271,       0,  54.882,  34.588
23/06/06,下午 1:15,0.008207, -0.9938,-0.074128,   0.472, -85.708,  -4.266,       0,  62.599,  33.881
23/06/06,下午 1:20,0.008053,-0.993942,-0.073859,   0.463, -85.725,   -4.25,       0,  54.377,  33.988
23/06/06,下午 1:25,0.008434,-0.993409,-0.074489,   0.485, -85.684,  -4.288,       0,  58.395,    34.5
23/06/06,下午 1:30,0.007449,-0.99376,-0.074502,   0.428, -85.691,  -4.287,       0,  63.355,  34.114
23/06/06,下午 1:35,0.007962,-0.993804,-0.074457,   0.458, -85.691,  -4.285,       0,   61.75,  33.817
23/06/06,下午 1:40,0.008401,-0.993806,-0.074247,   0.483,   -85.7,  -4.272,       0,  65.763,  33.195
23/06/06,下午 1:45,0.008331,-0.993744,-0.074532,   0.479, -85.684,  -4.289,       0,  67.485,  32.334
23/06/06,下午 1:50, 0.00802,-0.993619,-0.074075,   0.461, -85.712,  -4.263,       0,  68.718,  31.771
23/06/06,下午 1:55,0.007899,-0.994154,-0.074463,   0.454, -85.693,  -4.283,       0,  63.965,  31.866
23/06/06,下午 2:00,0.007993, -0.9936,-0.074183,    0.46, -85.706,   -4.27,       0,  70.464,  31.687
23/06/06,下午 2:05,0.007629,-0.994032,-0.074347,   0.439,   -85.7,  -4.277,       0,  63.293,  31.552
23/06/06,下午 2:10,0.007831,-0.994197,-0.074475,    0.45, -85.692,  -4.284,       0,   70.72,  31.712
23/06/06,下午 2:15,0.008263,-0.993856,-0.074125,   0.475, -85.708,  -4.265,       0,  69.369,  32.252
23/06/06,下午 2:20,0.007561,-0.993495,-0.074155,   0.435, -85.709,  -4.269,       0,  58.284,  33.295
23/06/06,下午 2:25,0.008368,-0.993352,-0.074232,   0.481, -85.699,  -4.274,       0,  61.554,   33.88
23/06/06,下午 2:30,0.007817,-0.994061,-0.074804,   0.449, -85.673,  -4.303,       0,  62.039,  34.131
23/06/06,下午 2:35,0.008286,-0.99325,-0.074655,   0.477, -85.675,  -4.298,       0,  57.709,  34.193
23/06/06,下午 2:40,0.008252,-0.993913,-0.07438,   0.474, -85.694,   -4.28,       0,  56.113,  34.166
23/06/06,下午 2:45,0.008184,-0.99357,-0.074151,   0.471, -85.706,  -4.268,       0,  56.844,  33.689
23/06/06,下午 2:50,0.008584, -0.9935,-0.07452,   0.494, -85.682,  -4.289,       0,  57.366,  33.204
23/06/06,下午 2:55,0.008099,-0.993366,-0.07434,   0.466, -85.695,   -4.28,       0,  65.187,  33.027
23/06/06,下午 3:00, 0.00742,-0.993442,-0.074587,   0.427, -85.685,  -4.294,       0,  60.846,  32.502
23/06/06,下午 3:05, 0.00771,-0.993596,-0.074262,   0.443, -85.703,  -4.274,       0,  69.098,  31.944
23/06/06,下午 3:10,0.007535,-0.99388,-0.074246,   0.433, -85.706,  -4.272,       0,   68.57,   31.41
23/06/06,下午 3:15,0.007709,-0.993794,-0.074581,   0.443, -85.685,  -4.292,       0,  65.126,  31.315
23/06/06,下午 3:20,0.008064,-0.99332,-0.074067,   0.464, -85.711,  -4.264,       0,  66.725,  31.535
23/06/06,下午 3:25,0.007933,-0.994006,-0.075008,   0.456, -85.661,  -4.315,       0,  70.566,   31.17
23/06/06,下午 3:30,0.008268,-0.994047,-0.07433,   0.475, -85.697,  -4.276,       0,  69.475,  30.691
23/06/06,下午 3:35,0.007683,-0.993964,-0.07484,   0.442, -85.672,  -4.306,       0,  63.879,  30.696
23/06/06,下午 3:40,0.008313,-0.993745,-0.073835,   0.478, -85.724,  -4.249,       0,  67.413,    30.9
23/06/06,下午 3:45,0.007718,-0.994352,-0.074755,   0.443, -85.678,  -4.299,       0,  67.067,  30.667
23/06/06,下午 3:50,0.007452,-0.99425,-0.074453,   0.428, -85.696,  -4.282,       0,  68.966,  30.436
23/06/06,下午 3:55,0.007546,-0.993647,-0.07436,   0.434, -85.698,   -4.28,       0,  72.536,  30.556
23/06/06,下午 4:00,0.007651,-0.993749,-0.074268,    0.44, -85.703,  -4.274,       0,  67.586,  30.889
23/06/06,下午 4:05,0.007888,-0.994386,-0.073965,   0.453, -85.722,  -4.254,       0,   65.95,   31.22
23/06/06,下午 4:10,0.007858,-0.994073,-0.074818,   0.452, -85.672,  -4.304,       0,  67.264,  30.935
23/06/06,下午 4:15,0.008018,-0.99342,-0.07471,   0.461, -85.675,  -4.301,       0,  70.198,  30.708
23/06/06,下午 4:20,0.007769,-0.993815,-0.074048,   0.447, -85.716,  -4.261,       0,  69.498,  30.724
23/06/06,下午 4:25,0.007743,-0.993751,-0.074583,   0.445, -85.685,  -4.292,       0,   63.17,  31.226
23/06/06,下午 4:30,0.007983,-0.993702,-0.074321,   0.459, -85.698,  -4.277,       0,  62.452,  32.023
23/06/06,下午 4:35,0.008595,-0.994118,-0.074431,   0.494,  -85.69,  -4.282,       0,  65.247,  32.071
23/06/06,下午 4:40, 0.00804,-0.993801,-0.074455,   0.462, -85.691,  -4.284,       0,  65.504,   31.79
23/06/06,下午 4:45,0.007689,-0.99377,-0.074472,   0.442, -85.692,  -4.286,       0,  67.351,  31.195
23/06/06,下午 4:50,0.007785,-0.994003,-0.074296,   0.447, -85.702,  -4.274,       0,  69.448,  30.674
23/06/06,下午 4:55,0.007898,-0.99337,-0.074399,   0.454, -85.693,  -4.283,       0,  72.345,  30.234
23/06/06,下午 5:00,0.007759,-0.993932,-0.074214,   0.446, -85.707,   -4.27,       0,  73.776,   29.78
23/06/06,下午 5:05,0.007872,-0.994163,-0.075188,   0.452, -85.651,  -4.325,       0,  72.814,  29.918
23/06/06,下午 5:10,0.007957,-0.993995,-0.074511,   0.457, -85.689,  -4.287,       0,  73.189,  29.804
23/06/06,下午 5:15,0.007537,-0.994056,-0.074736,   0.433, -85.679,  -4.299,       0,  69.991,  29.741
23/06/06,下午 5:20,0.008041,-0.993601,-0.074835,   0.462, -85.668,  -4.307,       0,  71.058,  29.856
23/06/06,下午 5:25, 0.00799,-0.993807,-0.074545,   0.459, -85.686,   -4.29,       0,  75.614,   29.68
23/06/06,下午 5:30,0.007423,-0.994094,-0.074305,   0.427, -85.704,  -4.275,       0,  71.104,  29.562
23/06/06,下午 5:35, 0.00786,-0.994309,-0.074099,   0.452, -85.714,  -4.262,       0,  71.472,  29.599
23/06/06,下午 5:40,0.007787,-0.994445,-0.074643,   0.447, -85.684,  -4.292,       0,  71.602,  29.476
23/06/06,下午 5:45,0.007519,-0.993238,-0.074691,   0.433, -85.678,    -4.3,       0,  71.474,  29.371
23/06/06,下午 5:50,0.007959,-0.993908,-0.074306,   0.458,   -85.7,  -4.275,       0,  71.006,  29.245
23/06/06,下午 5:55,0.007846,-0.99417,-0.074705,   0.451, -85.679,  -4.297,       0,  71.541,  29.084
23/06/06,下午 6:00,0.007218,-0.993404,-0.074663,   0.415, -85.682,  -4.298,       0,  72.038,  28.999
23/06/06,下午 6:05,0.007759,-0.994137,-0.074366,   0.446, -85.699,  -4.278,       0,  71.583,   28.93
23/06/06,下午 6:10,0.007412,-0.993957,-0.074202,   0.426, -85.709,  -4.269,       0,  72.474,   28.88
23/06/06,下午 6:15,0.007805,-0.993549,-0.074739,   0.449, -85.675,  -4.302,       0,  72.879,  28.761
23/06/06,下午 6:20,0.007674,-0.993847,-0.074473,   0.441, -85.692,  -4.285,       0,  73.155,  28.511
23/06/06,下午 6:25,0.007614,-0.993504,-0.074663,   0.438,  -85.68,  -4.298,       0,  76.923,  28.458
23/06/06,下午 6:30,0.007979,-0.993865,-0.074279,   0.459, -85.701,  -4.274,       0,  75.368,  28.164
23/06/06,下午 6:35,0.008335,-0.993719,-0.074464,   0.479, -85.688,  -4.285,       0,  78.334,  27.908
23/06/06,下午 6:40,0.007881,-0.993717,-0.074351,   0.453, -85.697,  -4.279,       0,  79.563,  27.795
23/06/06,下午 6:45,0.008127,-0.994324,-0.074872,   0.467, -85.669,  -4.306,       0,  81.011,  27.486
23/06/06,下午 6:50,0.007966,-0.99369,-0.074152,   0.458, -85.708,  -4.268,       0,  79.208,  27.234
23/06/06,下午 6:55,0.007482,-0.993914,-0.074356,    0.43,   -85.7,  -4.278,       0,  80.932,   27.08
23/06/06,下午 7:00,0.007577,-0.993435,-0.074306,   0.436,   -85.7,  -4.277,       0,  79.983,  27.023
23/06/06,下午 7:05,0.007538,-0.993695,-0.07424,   0.433, -85.705,  -4.273,       0,  78.011,  27.213
23/06/06,下午 7:10,0.007405,-0.994271,-0.074868,   0.425, -85.673,  -4.306,       0,  78.758,  27.504
23/06/06,下午 7:15,   0.008,-0.994086,-0.074882,    0.46, -85.668,  -4.308,       0,  79.271,  27.379
23/06/06,下午 7:20,0.007594,-0.993639,-0.074734,   0.437, -85.677,  -4.301,       0,  80.773,  27.183
23/06/06,下午 7:25, 0.00742,-0.994042,-0.074509,   0.426, -85.692,  -4.287,       0,  82.941,  27.036
23/06/06,下午 7:30,0.007605,-0.99402,-0.074359,   0.437,   -85.7,  -4.278,       0,  85.187,  26.788
23/06/06,下午 7:35,0.007952,-0.993587,-0.074041,   0.457, -85.714,  -4.262,       0,  85.724,  26.619
23/06/06,下午 7:40,0.007623,-0.994266,-0.074821,   0.438, -85.674,  -4.303,       0,  83.553,  26.472
23/06/06,下午 7:45,0.007394,-0.993944,-0.074461,   0.425, -85.695,  -4.284,       0,  85.322,  26.437
23/06/06,下午 7:50,0.007603,-0.993852,-0.074683,   0.437,  -85.68,  -4.297,       0,  84.741,  26.576
23/06/06,下午 7:55,0.007743,-0.994066,-0.074445,   0.445, -85.694,  -4.283,       0,  85.286,  26.512
23/06/06,下午 8:00,0.007245,-0.993954,-0.074539,   0.416, -85.691,  -4.289,       0,  86.875,  26.479
23/06/06,下午 8:05,0.007423,-0.993811,-0.074526,   0.427,  -85.69,  -4.288,       0,  86.443,  26.613
23/06/06,下午 8:10,0.007489,-0.994387,-0.074865,    0.43, -85.673,  -4.305,       0,  84.386,  26.642
23/06/06,下午 8:15, 0.00807,-0.993899,-0.074303,   0.464,   -85.7,  -4.275,       0,  86.915,  26.607
23/06/06,下午 8:20,0.007565,-0.994237,-0.074608,   0.435, -85.687,  -4.291,       0,  86.046,  26.512
